"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"MRPS27",2.90901355920542,2.76644129431828,3.44098995225245,2.91626728647466,2.90901355920542,3.845235193257,4.32615663182629,4.36639314930939,3.61501640510211,3.7432820071933,3.78116522977526,4.89501985111327,4.78118938847127,4.16146412478431,3.33826400103848
"NPIPB3",8.05221225068462,7.79366065498823,8.34906479249962,7.78753213934499,8.05221225068462,9.1202593460712,9.16247601602795,9.02270842739085,9.0786662523928,8.68984728467616,9.74304354108507,10.0138513887517,10.103731359208,9.00678117683991,9.02056647789122
"ATG2A",8.40850324400917,7.60787179750819,7.62079812258408,8.64392079113439,8.40850324400917,6.64071855951186,6.58839706001591,6.89275046467102,7.01227422524966,6.78765220588032,6.75382101256309,6.55485332009645,6.64408745189903,6.81269200288053,7.13567251562451
"RAD54L2",3.94651526865548,3.62305306711212,4.34211336172575,3.79415890774953,3.94651526865548,5.34248338859793,4.38755000753103,5.14349713161032,4.84300881722296,4.70064001939444,5.11228687924173,5.6786186025217,5.25088359884069,4.23819448553148,4.70037383337706
"EPB41L3",6.36455050902714,5.98243082435282,5.65526134875727,6.5168036606529,6.36455050902714,6.02883262899104,5.6471077401223,4.51168232911598,4.77632068696729,5.62969806602263,3.27475344177968,5.84249517841723,5.42775753295533,5.00004568912888,4.00959239096411
"DCUN1D4",5.73382973543008,5.66533776633522,5.44902589846744,5.65693201440482,5.73382973543008,4.13075072800859,4.48975214854477,3.33761369083823,3.58579769321485,3.65291167945353,4.58755958568888,4.86162374117728,4.56304986885935,3.89893920995239,4.78647169716602
"SEPTIN6",7.90237832726918,7.8470496377337,8.23408482790622,7.76268392249239,7.90237832726918,8.91200049658604,8.925559994297,8.91309071056089,8.85209877825974,8.75324985038397,9.43999082212286,9.01722148229403,8.91375457447859,9.03587833857609,8.92628950051532
"MPRIP",6.81857260083422,6.3337480327725,6.91400840836444,6.58760558124784,6.81857260083422,8.07557776100762,7.61625317854453,7.59760264520867,7.34025052420601,7.20729005474075,8.35046969511424,8.0796223686838,8.00016329870997,7.56967929959229,6.69537353150086
"SLC35D1",4.66111192732872,4.49036352225624,4.67985634684796,5.02133382554132,4.66111192732872,5.5281853966913,5.23892994201029,4.97288065445696,5.17799307320434,5.22749138746005,5.91225263853083,6.44861203402202,5.66753927366851,5.74945084590604,5.03974893683306
"RFTN1",5.36190152169237,5.1331355623745,5.71287497862972,5.28824176491286,5.36190152169237,7.49500667180288,7.07060816563338,6.92197699566004,6.83871864578119,6.69280732367636,6.9533424838949,7.15877734890849,6.89613544993108,6.76001575480907,6.09313581047002
"DIP2A",4.84410329965754,4.96755633875188,5.26539276229459,4.92289764981725,4.84410329965754,5.29447336990893,5.81838714927349,5.81676441736665,5.43666834870927,5.769077656551,6.21657948262378,6.81914057588767,6.13906825472697,5.48756885119265,5.43434403184406
"UBXN4",8.51450377772726,8.3344620494423,8.43221216088966,7.84585079500878,8.51450377772726,7.25092447505155,6.95729861382176,7.12251443437426,6.74999213130793,7.12542685789439,7.1139015939919,7.59576933396597,7.45216424324846,7.53497278633786,7.11507795590947
"JMJD6",7.20216442461982,7.10183277492862,6.71410084318713,7.27217245659139,7.20216442461982,6.48155262387027,5.65295946236649,5.9758265629545,6.21469273978979,6.33225551310392,5.83430224313231,5.57864967220152,5.85894626130559,5.97392090977425,6.54944508493022
"XPO6",8.90899252780394,8.99507353054444,8.96791269499788,8.44883190491936,8.90899252780394,6.98879361576828,8.39610166540755,7.5111154344304,7.58360068996667,7.43103117786012,7.73664144424713,8.3165345302715,8.77582136311437,6.71230375173515,7.46995907611912
"ARHGEF9",5.0130002707267,5.10995656318298,5.17723204589432,4.65311918304795,5.0130002707267,5.86164629077035,5.91394066058736,5.9493403338942,6.07059731941244,5.8910577215495,6.02139985105502,6.70377539174731,6.40592658793633,6.02139985105502,5.81849626166099
"FLT3LG",6.57445949110283,6.8367218541726,7.42084234488473,6.48183150287212,6.57445949110283,8.53315760906458,8.20557998721157,8.27934264380585,8.65055188476219,8.46827859347681,8.47778581024834,7.83798148631786,8.16190352555367,8.84574434155354,8.44510236860078
"VPS13A",2.87603739673737,2.53595791854149,3.26623349648946,3.19179163956324,2.87314649972582,3.75509428914289,3.44394158377304,3.34558951906561,2.80657719537415,3.0783593558694,4.25145909586038,4.47195009594037,4.23432377767066,3.6803003843287,3.25827301093494
"EXOC6B",3.86998860117847,3.70761778320025,4.10216139612803,3.00838345587279,3.86998860117847,4.6259678189624,4.52806983964411,4.57342091139942,4.35944754073885,4.26684380439416,4.7319770747981,4.8460714723944,5.02331701932319,4.93871675898332,4.22887503937426
"PLCB1",3.60386860014016,4.02884455851629,3.58332369252289,3.93013354260861,3.60386860014016,5.05363763233961,4.85884310745417,4.76747483887561,4.90793561881579,5.32057761318618,5.22392657434631,5.60981688054279,5.07703622773168,4.99809309572174,4.37760081378945
"PHLPP1",6.77073392625694,6.36578505355883,5.94637767465561,6.69361644212809,6.77073392625694,5.16783127493536,4.80270335731899,5.49945349104519,5.06897757467817,5.63548910493593,6.20962508466621,5.99529240312669,6.08766046929757,5.87801936107895,5.5838790338207
"ANKRD28",7.04135092936628,6.21496302423504,6.22470530220934,6.56061863846837,7.04135092936628,5.52044866814577,5.22325325939071,5.70704817140579,5.42753715888343,5.32579082304688,5.71696833651381,6.55963887243498,6.00477187479366,4.82752481956124,5.73063956334795
"RPRD2",5.91361180622748,6.23092967675683,6.76167859179996,5.13405755820635,5.91361180622748,6.80690514043184,6.72000800440676,6.6241438553844,6.55509408324087,6.71673467180183,7.24643751940764,7.48872675730272,7.61069501485362,6.55419760225929,6.2164153590155
"ANKRD12",8.33354893427676,8.02485033584129,8.06958768235503,7.64366744115067,8.33354893427676,6.97527837764998,6.32415941038923,6.38525445471663,6.19606336392872,6.41496353047888,6.47883605078095,7.76570572980616,7.63133752020347,5.87544948787418,5.34072262472972
"DENND5A",7.32509561130576,7.99528063156585,7.67989734188183,7.40467127488948,7.3246264707652,6.18337816043382,6.60307032606035,6.26081908925922,5.98741604001172,6.54511664132337,6.23704693281535,6.54492828543942,7.1356882869455,5.63390513915739,6.71223134101025
"CAMTA1",7.84958132898227,7.53948362626989,7.40729669844054,7.52112486469827,7.84958132898227,6.87838463138758,6.69008955459387,6.47500816636102,6.32188884057083,6.72830530654029,7.05660679530728,7.59667090869026,7.37316860855322,7.0254812198901,6.33557755389533
"AGTPBP1",8.51173325813254,8.59548641802601,7.93097665320973,8.20057328636388,8.51173325813254,6.04317349403617,6.5337373622323,6.48599903020916,5.42848553681707,6.13510510429626,6.21626075793631,7.34836839411653,7.47239397928699,5.98154361771708,6.65872767342552
"NEMP1",4.76233741017712,4.20697822306253,5.4026791365949,4.23486454826132,4.76233741017712,5.82454637103962,5.2444049706153,5.6216534182619,5.06622539572388,5.9459342357645,6.03900712642594,6.45381914859003,6.04197066157643,5.51395012666491,5.19584622613537
"DPY19L1",7.0345947699788,6.632251441612,6.31644539918658,6.1075248550026,7.0345947699788,4.93680698151991,4.68955651206119,5.46367506079713,4.63675837901108,4.16140230630806,5.37557589133771,5.73696964582576,5.87786350104106,5.03683353014035,4.15336474055104
"WDR7",5.35202743118568,5.55218385619617,5.7200012993015,5.33292799176652,5.35202743118568,6.40833320296537,6.38308325551054,6.20917528384674,6.06936365723285,6.04805836725365,6.49939786378671,7.51397979253278,6.85052085439174,6.12980018693541,6.06908519493653
"JADE2",5.60461451237895,5.48368854421262,6.28263321413611,5.61076594527859,5.60461451237895,7.31300576296118,7.12347048695889,7.30325043340834,6.85336487104902,6.67175935067777,6.87427763862362,6.7551852564504,6.51618069885774,6.10937957966292,5.8581622434751
"DNAJC16",5.70544915147021,6.09033185337912,6.21767992724384,6.26111769260207,5.70544915147021,6.62965231824357,6.84853175058262,6.50021079785259,6.45728367273759,6.1918178306565,6.99345994725073,7.71499792310669,7.58118103631069,7.36956045175462,7.42461375284953
"ESYT1",5.54859245712551,5.64738916460564,6.03563476099564,5.67092482010863,5.54813579053234,7.05283135136724,7.09319090550314,7.52801207356258,6.96171142698092,6.98799643435269,8.00252682481645,7.69006843639614,7.36046757829517,7.18448005967232,6.40381927011098
"DOCK9",4.74467633574314,4.28466960166262,4.92956793207963,4.1711058983917,4.74467633574314,5.70628551398683,5.3814015548434,5.63906703724901,5.52311500717516,5.69589819389784,6.52390619690115,5.79798675453475,6.43843968222035,5.27210821876345,5.43496135999722
"VPS8",7.84890340672646,6.65615666482888,7.44292844998383,7.62486701489451,7.84896910696986,6.21427706486152,6.43904221126441,6.60967734946938,5.96044455598706,6.44174885527242,6.81063424641346,7.32376242193577,7.25008856699429,6.48927379380064,7.04313684788708
"USP24",5.91562915363739,6.24760088683504,6.55522566472908,5.78685221235498,5.91562915363739,7.03237781698014,6.59838621531658,7.00272669492101,6.53350359243588,6.61896485563942,7.35507977000261,7.80564573642135,7.53748412307055,6.8784406020549,6.41565172426812
"FNBP4",6.79527523697269,6.63333942107538,7.55723712201738,6.04729689921684,6.79527523697269,7.9202655698541,7.71051495110644,7.87560059907457,7.82154193618734,7.77848662746594,8.44694292479175,8.75559579753782,8.62162383059388,7.76285089721229,7.23166816536761
"PSD3",3.92820510014302,2.98305517625753,3.05904230312322,3.78440362571647,3.92820510014302,2.57767649978274,2.23407156134945,2.20203874297589,3.23024688951851,2.61864261931153,2.28155274219843,2.36272189887403,2.72842439335218,2.69350303907948,2.22668411824734
"ARHGEF12",7.60396183965614,6.42746573555446,6.60876102994705,7.65527099879388,7.60396183965614,5.37675022655819,5.61904510016803,6.21796929255849,5.50515627194465,6.10660608588713,6.82395472186503,6.46231314889808,6.97431077162742,5.52218898085771,6.31069542170363
"ZDHHC17",5.73917079061183,5.61369668855323,5.73432215631173,5.90980545321419,5.73917079061183,4.21365807218602,3.69268894623735,4.0378189858614,3.98562944515008,4.3748123398053,4.96186677820354,5.63725571807971,5.55404427106453,5.24898039103722,5.00875734893663
"ADNP",6.91889598767559,6.64668439768374,7.21238122442939,6.66737320432934,6.91889598767559,7.79163990157364,7.62368174872413,7.61690743317879,7.24444986174394,7.20208147677578,7.97440252166821,8.57664149128399,8.58787218122601,7.64676320392704,7.59543964916299
"RYBP",7.31284237800827,5.97358888003068,6.53612558421488,7.15683085808725,7.31284237800827,5.95815538079844,5.67834574839539,6.3168223837878,5.48830903277489,5.707377732061,5.89242778467698,7.05658118884259,6.59242078758625,5.71779578357818,5.86736347788656
"SF3B3",5.43471285469203,5.19947820103988,5.97997759873546,4.79231285487058,5.43471285469203,6.62250586368206,6.27922077050308,6.12882213299422,6.27414449508785,6.32264828708633,6.89209568511025,6.87151663305832,6.61345251512649,5.79585871504223,5.89814799653369
"SEC11A",8.07232460542031,8.30057185476596,8.14187222068459,8.05015134528323,8.07232460542031,6.76214282239051,6.8735593317559,7.13564475766246,6.63615837815786,6.61152145717388,7.45049086657933,7.4005681771588,7.18467583971694,7.56976098151004,7.32127727594358
"TTC9",4.16208427923564,4.38333187482651,5.01390881788459,3.64416249763313,4.16208427923564,6.17580587512267,5.49956558607562,6.15507328948152,4.69979280694763,6.11952407130334,6.80156245120879,6.45293371821271,5.41714325809316,5.66372353826383,4.12918412448666
"R3HDM1",6.66581360892779,7.20446585813046,6.59033328750178,5.96060393716042,6.66581360892779,7.85679437276342,7.60268642316186,7.13392216728869,7.51276003788811,7.39195630913941,8.28552105210066,8.3471623833197,8.55138510233855,7.66612348295731,7.4084728325066
"ACAP2",8.38051226021729,8.04180649933916,8.14973658331553,7.93411568696153,8.38051226021729,7.11259245339053,7.17179683137815,6.87284811570744,6.64080129153086,6.94105385155629,7.18074993876744,7.52459121714722,7.63575329530723,6.8577985974566,6.78417681261916
"ZNF281",7.77207563525879,8.04845499564385,7.9049152443483,8.28771932728269,7.77207563525879,6.68984078264394,6.9188153080654,6.82230300630925,6.88581559479398,6.44296847525113,6.58714815462007,6.53708547501909,6.56940686226792,6.5729155593411,6.45678689691945
"FOS",7.78159358670597,9.73980625049432,8.25022397814971,8.15614007458788,7.78159358670597,6.56903395010637,6.88116949493467,6.54694172401791,6.69200117143799,7.04539524355353,6.08323780001947,5.99591664114172,6.24510120166637,6.17888077904365,6.75641399185651
"MMD",8.11918358767845,7.22283329180827,7.22972230168926,7.75091086922552,8.11918358767845,5.72406694143026,5.7001316722429,5.21406372008932,5.43813617946157,5.47990314241704,6.77338091552976,6.60227547762552,6.96157323323783,5.18396209333764,6.09122055150304
"DDAH2",6.61303152514788,7.0894133060352,7.09822288569126,6.96851765646033,6.61303152514788,5.38774395858233,6.13291580100022,5.3901650760569,6.0708018588733,6.24820663405703,5.61682469854646,5.51260948956419,5.74256094282274,6.07298340699486,6.55288025511039
"PADI4",7.38624041981784,7.38237301596253,7.14594074004475,7.4151072624691,7.38624041981784,5.83300714620875,6.35842722965738,6.1411570071632,5.64126259294059,5.88743692500033,5.72315602611635,6.16141844647944,6.22001962941413,5.90816099929172,6.74480120976846
"FPR2",9.24407415756818,10.0496860638082,9.56823824008295,9.07459383525599,9.24407415756818,7.29319065643515,8.39606352462114,8.28696300448539,8.67798475995733,8.87215814042283,7.80258112238206,8.90177966673596,9.14650184116295,8.42922168166187,9.0824111447002
"TMEM50A",9.661189905236,9.17536285370987,9.36497220536331,9.51570362763948,9.661189905236,8.34695786008305,8.36466589747313,8.23838568602182,7.90111787974006,8.17818449674263,8.2352067243509,9.28705591329394,9.34507862549946,8.84459671406272,8.90250336080439
"ACOT9",6.66111508783495,6.47213492242616,7.33467322842409,6.37536129710396,6.66111508783495,5.68001733162563,5.36114172713855,5.62649013600634,5.57131724371759,6.30073607246912,5.59936355865784,5.54404229848914,6.09573397929093,5.78198778851237,5.05471083294551
"PATZ1",3.75265988329144,4.04342040155943,4.28961943877566,3.90654581095172,3.75265988329144,5.73648991982473,5.83650271054658,5.64969189668798,5.68713680499549,5.61701890224426,6.2207105177528,5.83456148845811,5.463543293471,5.65753553351141,5.34088209259284
"AMACR",3.7848196997642,4.40075058987897,4.14174407755622,4.42636869395483,3.7848196997642,4.81960843054239,4.5470509750625,4.20546993329429,4.73904686795669,4.27231082232405,4.15713963380322,6.03844130907284,5.85953132885547,4.99248377225545,5.0159579987225
"CLEC5A",4.54463246022424,5.75300934689534,5.4452083593725,4.39877912693518,4.54463246022424,2.98573507690873,3.6581589439786,3.1084800677202,4.00896307202547,3.79990878706667,3.41190298225454,5.20305639883433,4.02001514927898,3.26770350268544,3.72797877771972
"CORO1C",8.52802101960295,8.22978739412714,8.32171338719083,8.76680313431402,8.52802101960295,6.98157084210114,6.86177301896414,7.28086025689805,6.31779244576489,7.02112424563317,6.87275998828338,7.98484074848964,8.07151571204971,6.80444441730348,7.25384015987341
"DNAAF11",5.8013797113066,3.88662282010189,5.69794193815693,5.47000675576088,5.8013797113066,3.3547689405055,3.38074200505627,3.24881232702431,2.88132380571289,3.10582764898548,3.51851617082657,4.81135620383783,4.98854341853847,2.82075715345068,4.38955584553919
"LY96",6.13586346994679,7.25419077539253,7.06640167802816,5.75265181218233,6.13586346994679,3.92020560390322,4.47096731994679,4.55214224912045,3.77524095364226,4.80812283043633,3.92143588187415,4.94740235149054,5.00693715691029,4.35529986802796,5.4498422412254
"PPP1R15A",7.87223834156936,9.59577615360565,7.55400926940191,7.86112900752713,7.87223834156936,6.16688406636137,5.84145867717421,6.04241186323262,6.49698077446561,6.27711899142625,5.97663582529579,5.90890773112323,6.32755784326106,6.68653022854346,7.08926940224934
"GSPT2",3.39023163435798,4.04596791601761,3.40704093122893,3.70516994673185,3.39023163435798,3.77417843051973,4.63216527813972,3.67278598905567,3.75628879360121,3.97777876731254,4.68038543817189,4.06000384629423,4.94141591385002,4.14630590166844,5.12531216743891
"GABARAPL1",7.53285910464962,8.15579989239209,7.97618290789848,7.41652810916895,7.53285910464962,6.11328131393942,5.93817867064271,6.80757594044267,4.66654521803576,6.1669016984333,6.05116185061333,7.18313964585616,7.49911260011383,6.20737888414351,5.56087533682128
"OSBP2",6.63839429976783,6.7692408617804,5.93112342235635,6.72332354037738,6.63839429976783,5.04885963045232,5.7778021922904,6.58132203905688,5.14482892206602,5.99266174198069,8.39989263085856,6.71080644961043,6.94075726438126,5.42736241663913,7.42638724043173
"FKBP8",7.51479890888493,7.43819332827909,7.17911644441157,7.72702446622793,7.51479890888493,8.68825563810664,8.43246475869934,8.31295140615553,8.55849411111997,9.09881470059676,8.86557798309095,7.71183566817487,8.05093312915684,8.48003227640316,9.21785921793363
"ALOX12",7.14530881896924,6.5060390107358,6.9382274090869,7.19155147487113,7.14530881896924,4.98321180302333,5.32943017576303,5.89518079875445,4.93600384305948,5.45466522190887,5.2838459978926,5.45015034332876,5.31996665709626,5.48587933420413,5.50248748311089
"FXN",3.87784254491632,4.71816347083827,4.68011337326418,3.94152092166247,3.87784254491632,6.09052649412836,5.13647009386384,5.36107473612067,4.81416117111603,5.63032649631476,5.79421262831364,5.73091116943745,5.53386097904136,5.52314394209366,4.39208154804486
"ALOX5",8.2557402139054,9.54568778417535,8.1850343236952,8.53630996683104,8.2557402139054,6.97856708733361,7.5056167632123,7.7026468041976,7.17097083498093,7.40899232573501,7.25511765775076,7.27015081783329,7.65667790674824,6.34338201420704,7.43130814759808
"ALPL",8.57335250112127,10.0454312558859,8.06077789557495,8.69425740588345,8.57335250112127,5.19472208527043,8.00514959793062,7.93708786471423,6.15941526561332,7.05128635511693,7.83338178977856,7.65348114483816,8.56498293300803,7.04535878497032,9.37056506799979
"FUT4",5.43127029506359,5.28900883730839,5.10333763494672,5.7461265427203,5.43127029506359,5.21975705715703,4.1713143481481,3.88494909385721,4.83328810663144,4.98481194999898,4.57268556915892,4.26659152808169,4.4348686867694,3.85575825596805,4.59237470428974
"LINC00612",4.68022133908172,4.3159124683762,5.24361567535808,4.67295174942812,4.68022133908172,5.27284402006452,6.19950059358847,6.39803464842531,5.81205911223672,5.3068439945552,6.17755612015742,5.23061018191821,5.08913001835535,4.66506805370924,4.3738871090093
"FYN",7.25393467676251,6.7678546565713,7.74468486596688,7.10821015317496,7.25393467676251,8.50139089390076,8.19847890158805,8.2844494023132,8.1391011214457,8.07045236707027,8.51509250362,8.58037270032193,8.21555143267527,8.14681016339731,6.73912836361351
"ZBTB38",5.90669525332277,5.8686170035358,7.02711807577929,5.6472309094996,5.90669525332277,7.57378934394633,7.36241177516821,7.16358798666144,7.09804149305023,6.28797789752082,7.1928551626374,7.46712685105463,7.65410378918861,6.92909031616067,5.72280996799055
"LCLAT1",5.52644925012181,5.5529898532423,6.20520995006973,5.63626572713113,5.52644925012181,6.60788706971622,6.03141857711229,6.1385215415969,5.33096762312837,6.33535952171641,6.95521083621739,7.55253675831193,6.96450330681978,6.40553307622929,6.41250839247925
"IFI6",7.79104845579859,8.29889622625652,10.7353861963857,8.15828540135642,7.79104845579859,9.91685314493581,8.17860068443508,7.48364787785664,10.4256201002956,10.2580453132077,6.0619264071641,6.55558675315399,6.7645521049161,8.28427417090063,7.35641393053801
"ZDHHC20",7.64596963891093,7.76587678458567,7.38025985186736,7.30928079621771,7.64596963891093,6.39404227054116,5.69668007984611,6.45121096618304,5.73784309528491,6.57344939249231,6.48015033339758,7.08791831005438,6.94132933263075,6.44144067050664,5.40007360450258
"YTHDF3",8.79494145797958,8.78746647894587,8.93901269780674,8.33772799649265,8.79494145797958,7.68249346091928,7.7509255560157,7.88162817549313,7.78389455524603,7.80300346443358,7.59636056512059,8.0821549101833,8.38111288604729,7.57471629208462,6.64421279865088
"RALGAPA1",5.3458446960866,5.03801184060679,6.15384826623708,5.08552959857117,5.3458446960866,6.65548144675624,6.52988750354566,6.00985288180985,6.15202444009825,6.42913833287185,6.84059512749852,7.58893624472368,7.0273319295661,6.28061946814248,6.02773440125417
"FBXO33",6.02382536881152,6.23783701146062,5.74613860835344,6.48339888047535,6.02382536881152,5.35543032903948,5.21262487085303,5.27046543046375,5.10574922970518,5.11983134352569,4.84878218811362,5.10981567199725,5.35532919433404,4.93750976258214,4.95686299587445
"SLC41A1",5.3624279462877,5.08737047981348,5.56697458034182,5.4806374799812,5.3624279462877,6.69923244421089,6.58241556397914,6.45688872602532,6.88495511923074,6.623649308724,6.90530279594513,6.50643908236,6.86384460746722,6.71501497103567,6.4670244789357
"TCP11L2",7.5122839280379,7.72002467767785,7.42752884467918,7.38219637455543,7.5122839280379,6.49363502458595,7.42918035294147,7.48464897945432,6.10975646489442,6.66174765379242,8.49261363425201,7.91230188000921,8.01403625132472,7.08725181608231,8.17480381530401
"RNF144B",8.31721017704409,7.51993573730096,7.62997190585829,8.39937019560323,8.31721017704409,5.92503513554183,5.93048527888939,6.15520157310803,5.48124723387049,6.19942922013738,5.99560341921661,6.72449426873236,6.93460456156616,5.99328411986365,6.95969882653843
"ELMOD2",5.75521164207527,5.80312427319806,6.2617368951704,5.00910818882571,5.75521164207527,5.26480421899918,5.50934599296799,5.55435969668033,4.79862990341623,5.02178199854221,6.10458864529137,6.50552202018064,6.40232389224947,6.4162236703331,5.7886715548598
"C19orf38",9.03612735663768,9.72670153918702,9.10960109287851,9.49080898615177,9.03612735663768,7.71848159742482,8.38581804301438,8.30757932560295,7.950369522987,8.0200688461819,7.97730777264706,8.20041710270888,8.17455411906644,8.84886128997365,8.94231716013859
"CNEP1R1",6.88730140252204,6.75510763891717,7.22757343659594,6.4087136292823,6.88730140252204,5.81636144218808,5.56709616598877,5.86676851684235,5.47183527453008,5.46075726068501,5.17558477057895,6.23588563070562,6.20019249193624,6.17997238266702,5.85475375122337
"SCML4",5.50316683003237,5.52376968704699,6.48970606262307,5.55726468691216,5.50316683003237,7.06889782805848,6.84954642911195,6.99265408502741,6.95523788532189,6.71258061003173,7.18446003648928,7.14295205920018,7.3006861191616,6.99221548008733,6.66414173699091
"MFSD8",4.24133177785957,4.23682394882926,5.78373096990265,4.93593862888511,4.24133177785957,5.97322457885245,5.74987505463818,5.92553235395947,5.20904309989223,5.61602670832488,5.96446136906785,6.89246665399299,6.30910658107361,5.94855946671964,4.37158417774481
"SERINC5",6.21926641810621,6.48336943911219,6.89256860613762,6.27541297883663,6.21926641810621,7.23044036274433,7.28019579927051,6.85519239026034,6.82746084495619,7.17474082425668,7.90912089787445,7.59864235108732,7.34930335380492,7.17872933333426,7.59883244710034
"ZNF683",3.31548048346351,3.78265591826359,3.08355403689924,3.70333673004095,3.31548048346351,5.29362910509223,5.80950130282448,4.85645061267508,5.12428354077025,4.24087334196711,6.1330379883257,5.7877871180588,5.54451634689842,6.01279905325847,4.97561989971221
"GCSAM",3.02880482078034,2.32028875830116,3.8168667358092,2.71545776997448,3.02880482078034,4.50546961500754,4.49168995898972,4.22237885151945,3.91806018051741,3.89996317376114,4.963043516006,4.57226102200878,4.77970823353094,4.53495378971312,4.21516764534879
"RNF214",4.38875267143532,4.12089604098284,4.0721813592895,3.9865236806695,4.38875267143532,5.00345865957213,4.88293951122015,5.20557808646511,4.48852947014187,4.64124587329243,5.65895619498563,5.50446170120137,4.91733281468937,5.0355549973254,5.06253126930041
"SHPRH",4.43611730920737,4.47790764093519,4.54552307279623,3.79043041785469,4.43611730920737,5.78883099014645,5.22268282404723,5.49800076650048,5.60078788367048,5.55047430637421,5.52804683088408,6.62432559218004,6.19234837894991,6.15898305822689,5.26599502177729
"CIZ1",6.33279685662466,6.71885602302118,6.42918894827537,6.51417704401586,6.33279685662466,7.49962585844467,7.13784642013707,7.50804526948028,7.2567691597049,7.29805770362021,7.90757772128003,7.38783689236197,7.56248327348579,7.7188901503808,7.29167085425017
"FBXO7",8.58131577397169,8.20799530415341,8.55482937226644,8.04296248926577,8.58131577397169,9.55914224102604,10.0404732750857,10.4179676051985,9.144643511091,10.0991266140666,11.6585834314825,10.8282040652529,11.2501832933407,9.5687141406832,10.5470796396367
"QPCT",9.3862571031161,9.67706238309798,9.22032263634307,9.15358583252641,9.3862571031161,6.81361680608887,8.06933842743058,7.78301195933779,7.71204435970541,7.31157011362367,6.93103726678874,7.4894297782714,8.45778754698389,7.34307799232286,8.09860068226964
"GCA",9.87734684101776,9.58222317064845,9.27773638884153,9.57787825558931,9.87734684101776,6.33207010859332,8.13437037356581,8.17033060732151,6.90002649505824,7.78058209209153,7.75783686615737,8.8198686349252,9.04200348232471,8.65803897459798,8.93129255641121
"SVIP",5.52207372072206,5.1125697260526,5.3151207907794,5.34489547981037,5.52207372072206,3.91413428686775,4.03406345873201,4.02450804178396,4.13926461989177,3.68754569151193,4.23559302825258,4.5735396245117,4.11135271197182,4.47006115242424,3.89265472917943
"ATXN10",6.12646452338281,6.14819158129626,6.62190610489062,6.10515933079362,6.12646452338281,7.1937339542466,6.59481874309423,6.92452846840945,6.55105428806762,7.10687872496116,7.32353284238346,8.31921166444036,7.85721104224816,7.5604253899251,7.26863980653891
"PRDX5",8.10269768410764,7.70611493739697,7.02424862097348,8.09417585736249,8.10269768410764,6.12272347136205,5.94519547724225,6.11887883134628,5.85413984081103,6.48553654970366,7.03385538502443,6.28544726105477,6.37436679014678,6.76748251767571,7.96672765257205
"MOB4",6.79562319717521,6.46507184930652,6.85077236297384,6.13243556386458,6.79562319717521,5.36421512197564,4.48312780457949,4.97287328998593,4.42094435144255,4.78727385667837,5.20894221230519,6.17230819814262,5.86457858329258,5.64352528951536,4.6128014237986
"ANAPC13",5.94805993573917,6.18297114339675,6.72448851500002,5.89921164590594,5.94834943735988,4.79857404938868,4.41356955112635,5.08135697246581,4.4182290674516,4.86736056113128,4.35714780533206,5.02465317107985,4.75326152679881,4.84255580434764,4.99475053923697
"DCAF12",8.03944494062703,7.38898120014095,7.90932805156492,8.10594238477915,8.03944494062703,9.15198543070123,9.65831910647708,10.3900738558393,9.0192519400121,9.95715640682002,11.0788585771589,10.5001887691357,10.9783858773099,9.82928672793766,10.6860386999676
"TMEM186",2.57722591609949,2.98467610186151,2.64911545686603,2.77339572574102,2.57722591609949,3.9607553717918,3.72426369638684,3.90857253818697,4.28415710595908,3.38384263808861,3.38434933748553,3.50855473008152,3.11367378068129,3.28371908735838,3.37465030095408
"AHCTF1",8.01797938159833,7.64229717096722,7.37019171668461,8.09626720942431,8.01797938159833,6.39803654992516,7.03529749274397,7.06249458619188,5.82754848832966,6.26530503175287,7.2520951629078,7.63284401397098,7.98008432249191,6.46094598546327,7.01098632840837
"RTTN",2.37898034611373,2.80774543779597,3.15057821169218,2.38227860121293,2.37898034611373,3.68239213475428,3.44678351640688,2.85588294392599,3.87771187987027,3.4076876777397,3.83232159507585,4.91682874247916,4.71498243859843,3.81426768989627,3.80880019406753
"NCR3",6.06861536347803,5.4549853785547,5.65123902411526,5.96355028062188,6.06861536347803,6.68036187281209,6.96622462242535,7.1565006498475,6.94913636012032,6.52547973017135,6.8407356115457,6.52163844051391,6.44593692123702,6.74978248140056,6.81274138467524
"LY6G6F",5.35593628766699,6.19064948156976,6.28698239251156,5.57498032782683,5.35593628766699,4.67056706477666,4.85206628267237,4.62374909247396,4.2214676439924,4.71065144968521,4.49719276128554,4.25201169675411,4.80326900511613,4.97501293327406,5.13703126618638
"NOL11",3.34187356910033,3.32310237345826,4.198995919743,2.50487168454271,3.34187356910033,4.81326268701422,3.93700091676975,4.53336925210136,4.22163346564326,4.56998579281304,5.24183892519902,5.40579735184331,5.21025372766379,4.19142746966682,2.5368309457871
"BOD1L1",7.88369002962066,7.30954387286073,7.60060401271939,7.5438593491334,7.88369002962066,6.47618764917156,6.94734557016677,6.60665157814974,5.93518020396555,6.67558650844929,7.10594207501002,7.52024724698135,7.89832863437061,6.26262190084463,7.07388541700358
